hpi_type,hpi_flavor,level,placename,place_id,year,quarter,index_nsa
traditional,all-transactions,MSA,"Salem, OR",41420,2018,4,266.49
traditional,all-transactions,MSA,"Salem, OR",41420,2019,1,270.64
traditional,all-transactions,MSA,"Salem, OR",41420,2019,2,275.68
traditional,all-transactions,MSA,"Salem, OR",41420,2019,3,278.83
traditional,all-transactions,MSA,"Salem, OR",41420,2019,4,283.73
traditional,all-transactions,MSA,"Salem, OR",41420,2020,1,284.26
traditional,all-transactions,MSA,"Salem, OR",41420,2020,2,289.9
traditional,all-transactions,MSA,"Salem, OR",41420,2020,3,294.54
traditional,all-transactions,MSA,"Salinas, CA",41500,2015,1,217.59
traditional,all-transactions,MSA,"Salinas, CA",41500,2015,2,224.32
traditional,all-transactions,MSA,"Salinas, CA",41500,2015,3,230.28
traditional,all-transactions,MSA,"Salinas, CA",41500,2015,4,234.5
traditional,all-transactions,MSA,"Salinas, CA",41500,2016,1,239.95
traditional,all-transactions,MSA,"Salinas, CA",41500,2016,2,244.16
traditional,all-transactions,MSA,"Salinas, CA",41500,2016,3,249.52
traditional,all-transactions,MSA,"Salinas, CA",41500,2016,4,254.07
traditional,all-transactions,MSA,"Salinas, CA",41500,2017,1,259.45
traditional,all-transactions,MSA,"Salinas, CA",41500,2017,2,264.89
traditional,all-transactions,MSA,"Salinas, CA",41500,2017,3,268.89
traditional,all-transactions,MSA,"Salinas, CA",41500,2017,4,269.35
traditional,all-transactions,MSA,"Salinas, CA",41500,2018,1,275.11
traditional,all-transactions,MSA,"Salinas, CA",41500,2018,2,282.0
traditional,all-transactions,MSA,"Salinas, CA",41500,2018,3,286.0
traditional,all-transactions,MSA,"Salinas, CA",41500,2018,4,285.68
traditional,all-transactions,MSA,"Salinas, CA",41500,2019,1,289.88
traditional,all-transactions,MSA,"Salinas, CA",41500,2019,2,293.84
traditional,all-transactions,MSA,"Salinas, CA",41500,2019,3,295.86
traditional,all-transactions,MSA,"Salinas, CA",41500,2019,4,300.73
traditional,all-transactions,MSA,"Salinas, CA",41500,2020,1,300.91
traditional,all-transactions,MSA,"Salinas, CA",41500,2020,2,304.93
traditional,all-transactions,MSA,"Salinas, CA",41500,2020,3,307.82
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2015,1,205.03
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2015,2,203.39
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2015,3,206.52
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2015,4,209.36
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2016,1,209.56
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2016,2,209.06
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2016,3,209.18
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2016,4,216.87
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2017,1,217.24
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2017,2,213.49
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2017,3,217.41
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2017,4,220.53
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2018,1,225.98
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2018,2,223.52
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2018,3,225.36
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2018,4,229.75
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2019,1,235.62
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2019,2,237.18
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2019,3,238.54
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2019,4,240.16
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2020,1,246.12
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2020,2,247.06
traditional,all-transactions,MSA,"Salisbury, MD-DE",41540,2020,3,250.4
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2015,1,207.26
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2015,2,211.03
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2015,3,215.66
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2015,4,218.39
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2016,1,221.69
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2016,2,227.05
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2016,3,232.57
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2016,4,235.69
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2017,1,240.87
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2017,2,249.52
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2017,3,254.9
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2017,4,258.01
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2018,1,264.22
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2018,2,273.42
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2018,3,279.2
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2018,4,282.38
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2019,1,286.39
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2019,2,292.84
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2019,3,297.56
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2019,4,301.77
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2020,1,305.12
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2020,2,311.4
traditional,all-transactions,MSA,"Salt Lake City, UT",41620,2020,3,318.58
traditional,all-transactions,MSA,"San Angelo, TX",41660,2015,1,219.1
traditional,all-transactions,MSA,"San Angelo, TX",41660,2015,2,213.47
traditional,all-transactions,MSA,"San Angelo, TX",41660,2015,3,218.44
traditional,all-transactions,MSA,"San Angelo, TX",41660,2015,4,222.84
traditional,all-transactions,MSA,"San Angelo, TX",41660,2016,1,219.04
traditional,all-transactions,MSA,"San Angelo, TX",41660,2016,2,220.71
traditional,all-transactions,MSA,"San Angelo, TX",41660,2016,3,221.31
traditional,all-transactions,MSA,"San Angelo, TX",41660,2016,4,226.91
traditional,all-transactions,MSA,"San Angelo, TX",41660,2017,1,221.46
traditional,all-transactions,MSA,"San Angelo, TX",41660,2017,2,226.9
traditional,all-transactions,MSA,"San Angelo, TX",41660,2017,3,231.2
traditional,all-transactions,MSA,"San Angelo, TX",41660,2017,4,235.68
traditional,all-transactions,MSA,"San Angelo, TX",41660,2018,1,225.97
traditional,all-transactions,MSA,"San Angelo, TX",41660,2018,2,239.32
traditional,all-transactions,MSA,"San Angelo, TX",41660,2018,3,243.09
traditional,all-transactions,MSA,"San Angelo, TX",41660,2018,4,244.34
traditional,all-transactions,MSA,"San Angelo, TX",41660,2019,1,252.58
traditional,all-transactions,MSA,"San Angelo, TX",41660,2019,2,247.85
traditional,all-transactions,MSA,"San Angelo, TX",41660,2019,3,250.12
traditional,all-transactions,MSA,"San Angelo, TX",41660,2019,4,267.45
traditional,all-transactions,MSA,"San Angelo, TX",41660,2020,1,265.08
traditional,all-transactions,MSA,"San Angelo, TX",41660,2020,2,262.5
traditional,all-transactions,MSA,"San Angelo, TX",41660,2020,3,269.58
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2015,1,193.7
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2015,2,199.8
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2015,3,202.79
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2015,4,202.67
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2016,1,207.73
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2016,2,209.7
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2016,3,215.67
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2016,4,217.1
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2017,1,220.53
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2017,2,225.53
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2017,3,228.97
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2017,4,231.87
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2018,1,233.08
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2018,2,239.34
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2018,3,242.51
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2018,4,246.18
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2019,1,249.28
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2019,2,253.65
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2019,3,257.62
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2019,4,259.26
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2020,1,264.14
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2020,2,263.99
traditional,all-transactions,MSA,"San Antonio-New Braunfels, TX",41700,2020,3,268.33
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2015,1,272.12
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2015,2,276.67
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2015,3,283.34
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2015,4,287.01
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2016,1,290.75
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2016,2,295.5
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2016,3,301.25
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2016,4,305.72
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2017,1,310.38
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2017,2,318.19
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2017,3,324.34
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2017,4,328.83
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2018,1,333.99
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2018,2,340.01
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2018,3,342.24
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2018,4,343.4
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2019,1,344.2
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2019,2,347.59
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2019,3,351.72
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2019,4,354.2
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2020,1,357.45
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2020,2,362.19
traditional,all-transactions,MSA,"San Diego-Chula Vista-Carlsbad, CA",41740,2020,3,367.7
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2015,1,337.8
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2015,2,353.04
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2015,3,369.95
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2015,4,378.5
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2016,1,383.77
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2016,2,388.67
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2016,3,397.98
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2016,4,401.1
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2017,1,403.82
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2017,2,411.68
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2017,3,418.05
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2017,4,425.15
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2018,1,438.08
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2018,2,457.74
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2018,3,467.15
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2018,4,458.12
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2019,1,452.79
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2019,2,452.1
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2019,3,454.72
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2019,4,453.17
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2020,1,446.17
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2020,2,441.0
traditional,all-transactions,MSA,"San Francisco-San Mateo-Redwood City, CA (MSAD)",41884,2020,3,432.25
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2015,1,326.81
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2015,2,340.86
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2015,3,353.28
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2015,4,358.68
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2016,1,363.22
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2016,2,372.62
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2016,3,378.15
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2016,4,379.16
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2017,1,382.03
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2017,2,388.34
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2017,3,398.23
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2017,4,405.87
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2018,1,421.54
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2018,2,437.27
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2018,3,441.65
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2018,4,437.11
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2019,1,431.11
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2019,2,432.64
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2019,3,431.01
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2019,4,426.89
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2020,1,427.3
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2020,2,427.01
traditional,all-transactions,MSA,"San Jose-Sunnyvale-Santa Clara, CA",41940,2020,3,423.43
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2015,1,267.97
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2015,2,272.4
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2015,3,280.5
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2015,4,284.15
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2016,1,287.74
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2016,2,292.68
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2016,3,300.34
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2016,4,301.84
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2017,1,304.26
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2017,2,311.46
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2017,3,315.96
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2017,4,318.73
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2018,1,324.02
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2018,2,329.76
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2018,3,333.21
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2018,4,334.26
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2019,1,331.89
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2019,2,338.49
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2019,3,341.97
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2019,4,343.23
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2020,1,344.84
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2020,2,347.42
traditional,all-transactions,MSA,"San Luis Obispo-Paso Robles, CA",42020,2020,3,351.52
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2015,1,268.66
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2015,2,278.36
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2015,3,285.54
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2015,4,286.6
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2016,1,291.1
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2016,2,296.39
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2016,3,303.77
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2016,4,304.83
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2017,1,304.37
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2017,2,304.33
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2017,3,312.39
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2017,4,310.89
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2018,1,320.02
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2018,2,331.86
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2018,3,326.02
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2018,4,327.68
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2019,1,327.13
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2019,2,324.73
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2019,3,327.76
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2019,4,323.94
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2020,1,322.66
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2020,2,323.78
traditional,all-transactions,MSA,"San Rafael, CA (MSAD)",42034,2020,3,321.31
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2015,1,267.18
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2015,2,275.92
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2015,3,286.86
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2015,4,291.01
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2016,1,291.69
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2016,2,298.82
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2016,3,308.72
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2016,4,311.18
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2017,1,315.4
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2017,2,323.7
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2017,3,324.84
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2017,4,330.0
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2018,1,340.39
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2018,2,339.31
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2018,3,346.76
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2018,4,341.51
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2019,1,343.06
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2019,2,350.72
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2019,3,349.57
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2019,4,348.03
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2020,1,350.34
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2020,2,348.59
traditional,all-transactions,MSA,"Santa Cruz-Watsonville, CA",42100,2020,3,349.81
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2015,1,163.49
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2015,2,165.48
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2015,3,171.18
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2015,4,170.16
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2016,1,169.35
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2016,2,175.26
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2016,3,176.28
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2016,4,180.03
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2017,1,177.18
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2017,2,181.73
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2017,3,183.91
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2017,4,186.91
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2018,1,188.74
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2018,2,191.34
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2018,3,198.82
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2018,4,201.64
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2019,1,201.98
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2019,2,207.34
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2019,3,214.22
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2019,4,216.25
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2020,1,219.99
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2020,2,221.21
traditional,all-transactions,MSA,"Santa Fe, NM",42140,2020,3,226.9
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2015,1,252.59
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2015,2,257.88
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2015,3,266.31
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2015,4,270.42
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2016,1,271.11
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2016,2,274.37
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2016,3,279.08
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2016,4,283.0
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2017,1,283.83
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2017,2,287.53
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2017,3,292.01
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2017,4,294.53
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2018,1,298.69
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2018,2,299.77
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2018,3,301.6
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2018,4,305.76
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2019,1,304.95
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2019,2,307.51
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2019,3,309.67
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2019,4,312.27
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2020,1,315.04
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2020,2,316.47
traditional,all-transactions,MSA,"Santa Maria-Santa Barbara, CA",42200,2020,3,318.53
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2015,1,248.54
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2015,2,256.2
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2015,3,265.38
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2015,4,268.74
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2016,1,273.32
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2016,2,278.62
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2016,3,283.64
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2016,4,288.73
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2017,1,295.87
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2017,2,301.32
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2017,3,305.91
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2017,4,313.07
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2018,1,322.98
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2018,2,331.24
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2018,3,331.46
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2018,4,327.47
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2019,1,329.05
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2019,2,330.27
traditional,all-transactions,MSA,"Santa Rosa-Petaluma, CA",42220,2019,3,330.44
